Country,Year,0-17_fully,12-17_fully,18-24_fully,18-29_fully,25-34_fully,25-49_fully,30-39_fully,35-44_fully,40-49_fully,45-54_fully,50-54_fully,50-59_fully,55-59_fully,55-64_fully,60-64_fully,60-69_fully,65-69_fully,65-74_fully,70-74_fully,70-79_fully,75+_fully,75-79_fully,80+_fully,0-17_start,12-17_start,18-24_start,18-29_start,25-34_start,25-49_start,30-39_start,35-44_start,40-49_start,45-54_start,50-54_start,50-59_start,55-59_start,55-64_start,60-64_start,60-69_start,65-69_start,65-74_start,70-74_start,70-79_start,75+_start,75-79_start,80+_start,0-17_partly,12-17_partly,18-24_partly,18-29_partly,25-34_partly,25-49_partly,30-39_partly,35-44_partly,40-49_partly,45-54_partly,50-54_partly,50-59_partly,55-59_partly,55-64_partly,60-64_partly,60-69_partly,65-69_partly,65-74_partly,70-74_partly,70-79_partly,75+_partly,75-79_partly,80+_partly
Hungary,28,,,0.3,,,0.89,,,,,,1.47,,,,0.83,,,,0.54,,,0.64,,,1.59,,,2.62,,,,,,4.27,,,,2.74,,,,2.32,,,5.15,,,1.29,,,1.73,,,,,,2.8,,,,1.91,,,,1.78,,,4.51
Hungary,35,,,0.74,,,1.52,,,,,,2.48,,,,1.43,,,,0.9,,,0.88,,,1.74,,,2.75,,,,,,4.43,,,,2.84,,,,2.42,,,13.09,,,1.0,,,1.23,,,,,,1.95,,,,1.41,,,,1.52,,,12.21
Hungary,42,,,1.08,,,1.83,,,,,,2.9,,,,1.69,,,,1.12,,,1.29,,,1.78,,,2.92,,,,,,5.74,,,,2.98,,,,3.28,,,19.05,,,0.7,,,1.09,,,,,,2.84,,,,1.29,,,,2.16,,,17.76
Hungary,49,,,1.54,,,2.57,,,,,,4.25,,,,2.71,,,,2.31,,,5.11,,,2.07,,,3.28,,,,,,7.45,,,,4.1,,,,5.57,,,24.96,,,0.53,,,0.71,,,,,,3.2,,,,1.39,,,,3.26,,,19.85
Hungary,56,,,1.7,,,2.72,,,,,,4.46,,,,2.86,,,,2.49,,,10.57,,,2.2,,,3.86,,,,,,9.91,,,,9.54,,,,16.67,,,34.57,,,0.5,,,1.14,,,,,,5.45,,,,6.68,,,,14.18,,,24.0
Hungary,63,,,1.72,,,2.76,,,,,,4.54,,,,3.07,,,,3.48,,,18.87,,,2.34,,,4.2,,,,,,11.49,,,,17.44,,,,33.53,,,44.11,,,0.62,,,1.44,,,,,,6.95,,,,14.37,,,,30.05,,,25.24
Hungary,70,,,1.98,,,3.04,,,,,,5.98,,,,4.19,,,,5.77,,,24.65,,,2.9,,,5.77,,,,,,15.56,,,,24.93,,,,45.41,,,51.13,,,0.92,,,2.73,,,,,,9.58,,,,20.74,,,,39.64,,,26.48
Hungary,77,,,2.05,,,3.31,,,,,,7.47,,,,4.82,,,,8.17,,,29.97,,,3.43,,,6.65,,,,,,16.92,,,,31.94,,,,55.16,,,56.34,,,1.38,,,3.34,,,,,,9.45,,,,27.12,,,,46.99,,,26.37
Hungary,84,,,2.16,,,3.79,,,,,,9.7,,,,9.81,,,,17.16,,,34.52,,,3.92,,,7.74,,,,,,19.18,,,,43.78,,,,65.44,,,60.24,,,1.76,,,3.95,,,,,,9.48,,,,33.97,,,,48.28,,,25.72
Hungary,91,,,2.22,,,4.08,,,,,,10.43,,,,16.2,,,,28.82,,,39.52,,,5.09,,,11.57,,,,,,28.29,,,,53.17,,,,71.43,,,63.39,,,2.87,,,7.49,,,,,,17.86,,,,36.97,,,,42.61,,,23.87
Hungary,98,,,2.64,,,4.78,,,,,,11.63,,,,24.8,,,,42.19,,,47.0,,,8.42,,,19.54,,,,,,39.79,,,,58.32,,,,73.73,,,64.84,,,5.78,,,14.76,,,,,,28.16,,,,33.52,,,,31.54,,,17.84
Hungary,105,,,2.99,,,5.81,,,,,,13.0,,,,30.04,,,,46.52,,,49.56,,,11.49,,,25.04,,,,,,45.05,,,,62.25,,,,76.26,,,66.86,,,8.5,,,19.23,,,,,,32.05,,,,32.21,,,,29.74,,,17.3
Hungary,112,,,3.6,,,7.42,,,,,,17.85,,,,35.48,,,,53.69,,,53.94,,,14.24,,,29.9,,,,,,50.19,,,,66.02,,,,78.77,,,68.91,,,10.64,,,22.48,,,,,,32.34,,,,30.54,,,,25.08,,,14.97
Hungary,119,,,5.31,,,11.47,,,,,,24.69,,,,43.12,,,,61.16,,,57.3,,,24.93,,,38.15,,,,,,54.75,,,,68.29,,,,80.06,,,70.09,,,19.62,,,26.68,,,,,,30.06,,,,25.17,,,,18.9,,,12.79
Hungary,126,,,7.68,,,16.8,,,,,,31.04,,,,49.79,,,,66.06,,,59.91,,,29.48,,,42.03,,,,,,57.16,,,,69.4,,,,80.76,,,70.71,,,21.8,,,25.23,,,,,,26.12,,,,19.61,,,,14.7,,,10.8
Hungary,133,,,9.22,,,19.89,,,,,,34.78,,,,52.47,,,,67.93,,,61.04,,,34.57,,,46.2,,,,,,60.01,,,,71.05,,,,81.81,,,71.56,,,25.35,,,26.31,,,,,,25.23,,,,18.58,,,,13.88,,,10.52
Hungary,140,,,11.62,,,23.43,,,,,,38.99,,,,56.54,,,,70.98,,,63.23,,,42.11,,,52.01,,,,,,63.81,,,,73.27,,,,83.21,,,72.49,,,30.49,,,28.58,,,,,,24.82,,,,16.73,,,,12.23,,,9.26
Hungary,147,,,20.7,,,32.81,,,,,,47.02,,,,61.49,,,,74.22,,,65.66,,,44.43,,,53.8,,,,,,65.17,,,,74.08,,,,83.71,,,72.89,,,23.73,,,20.99,,,,,,18.15,,,,12.59,,,,9.49,,,7.23
Hungary,154,,,26.89,,,38.15,,,,,,52.37,,,,64.72,,,,77.34,,,67.88,,,46.61,,,55.46,,,,,,66.45,,,,74.85,,,,84.21,,,73.24,,,19.72,,,17.31,,,,,,14.08,,,,10.13,,,,6.87,,,5.36
Hungary,161,,,29.54,,,41.02,,,,,,55.05,,,,67.02,,,,79.23,,,69.07,,,48.06,,,56.6,,,,,,67.37,,,,75.4,,,,84.58,,,73.5,,,18.52,,,15.58,,,,,,12.32,,,,8.38,,,,5.35,,,4.43
Hungary,168,,,32.48,,,43.97,,,,,,57.63,,,,69.52,,,,81.01,,,69.97,,,49.06,,,57.34,,,,,,67.94,,,,75.72,,,,84.79,,,73.66,,,16.58,,,13.37,,,,,,10.31,,,,6.2,,,,3.78,,,3.69
Hungary,175,,,38.55,,,49.23,,,,,,61.39,,,,71.98,,,,82.48,,,70.82,,,49.8,,,57.88,,,,,,68.33,,,,75.94,,,,84.94,,,73.76,,,11.25,,,8.65,,,,,,6.94,,,,3.96,,,,2.46,,,2.94
Hungary,182,,,40.79,,,52.1,,,,,,64.36,,,,73.31,,,,83.19,,,71.29,,,50.25,,,58.22,,,,,,68.59,,,,76.11,,,,85.04,,,73.84,,,9.46,,,6.12,,,,,,4.23,,,,2.8,,,,1.85,,,2.55
Hungary,189,,,42.81,,,54.02,,,,,,65.95,,,,74.26,,,,83.8,,,71.7,,,50.56,,,58.53,,,,,,68.85,,,,76.27,,,,85.14,,,73.9,,,7.75,,,4.51,,,,,,2.9,,,,2.01,,,,1.34,,,2.2
Hungary,196,,,44.44,,,55.46,,,,,,67.09,,,,74.94,,,,84.25,,,71.98,,,50.85,,,58.83,,,,,,69.14,,,,76.45,,,,85.24,,,73.98,,,6.41,,,3.37,,,,,,2.05,,,,1.51,,,,0.99,,,2.0
Hungary,203,,,45.43,,,56.29,,,,,,67.74,,,,75.34,,,,84.52,,,72.15,,,51.1,,,59.11,,,,,,69.43,,,,76.63,,,,85.35,,,74.04,,,5.67,,,2.82,,,,,,1.69,,,,1.29,,,,0.83,,,1.89
Hungary,210,,,46.1,,,56.86,,,,,,68.07,,,,75.51,,,,84.62,,,72.21,,,51.25,,,59.27,,,,,,69.57,,,,76.71,,,,85.4,,,74.08,,,5.15,,,2.41,,,,,,1.5,,,,1.2,,,,0.78,,,1.87
Iceland,7,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.31,,,0.85,,,,,,0.82,,,,1.29,,,,2.52,,,18.31,,,0.31,,,0.85,,,,,,0.82,,,,1.29,,,,2.52,,,18.31
Iceland,14,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.6,,,1.44,,,,,,1.28,,,,1.75,,,,2.53,,,18.31,,,0.6,,,1.44,,,,,,1.28,,,,1.75,,,,2.53,,,18.31
Iceland,21,,,0.3,,,0.84,,,,,,0.81,,,,1.28,,,,2.43,,,17.47,,,0.8,,,1.99,,,,,,2.05,,,,2.86,,,,5.97,,,33.96,,,0.5,,,1.15,,,,,,1.24,,,,1.58,,,,3.54,,,16.49
Iceland,28,,,0.3,,,0.84,,,,,,0.81,,,,1.28,,,,2.46,,,17.58,,,0.8,,,2.03,,,,,,2.1,,,,2.91,,,,6.16,,,34.77,,,0.5,,,1.19,,,,,,1.29,,,,1.63,,,,3.7,,,17.19
Iceland,35,,,0.3,,,0.84,,,,,,0.82,,,,1.29,,,,2.47,,,17.79,,,0.9,,,2.4,,,,,,2.53,,,,3.25,,,,6.78,,,43.87,,,0.6,,,1.56,,,,,,1.71,,,,1.96,,,,4.31,,,26.08
Iceland,42,,,0.49,,,1.29,,,,,,1.14,,,,1.55,,,,2.49,,,17.8,,,2.16,,,2.79,,,,,,3.02,,,,3.5,,,,6.8,,,43.87,,,1.67,,,1.5,,,,,,1.88,,,,1.95,,,,4.31,,,26.07
Iceland,49,,,0.78,,,2.01,,,,,,2.08,,,,2.9,,,,5.97,,,33.99,,,3.22,,,3.79,,,,,,4.3,,,,5.2,,,,7.06,,,45.29,,,2.44,,,1.78,,,,,,2.22,,,,2.3,,,,1.09,,,11.3
Iceland,56,,,0.87,,,2.37,,,,,,2.5,,,,3.24,,,,6.61,,,43.1,,,4.72,,,4.7,,,,,,5.54,,,,6.13,,,,8.5,,,52.66,,,3.85,,,2.33,,,,,,3.04,,,,2.89,,,,1.89,,,9.56
Iceland,63,,,0.87,,,2.38,,,,,,2.51,,,,3.24,,,,6.63,,,43.26,,,6.07,,,5.99,,,,,,7.04,,,,7.09,,,,9.47,,,90.98,,,5.2,,,3.61,,,,,,4.53,,,,3.85,,,,2.84,,,47.72
Iceland,70,,,0.88,,,2.4,,,,,,2.54,,,,3.34,,,,6.68,,,43.91,,,6.37,,,6.49,,,,,,7.8,,,,8.87,,,,19.38,,,97.27,,,5.49,,,4.09,,,,,,5.26,,,,5.53,,,,12.7,,,53.36
Iceland,77,,,1.02,,,2.68,,,,,,2.95,,,,4.46,,,,8.22,,,50.29,,,6.37,,,6.52,,,,,,7.84,,,,9.13,,,,34.83,,,97.9,,,5.35,,,3.84,,,,,,4.89,,,,4.67,,,,26.61,,,47.61
Iceland,84,,,1.14,,,2.89,,,,,,3.15,,,,5.07,,,,9.17,,,88.64,,,6.7,,,7.0,,,,,,8.54,,,,9.65,,,,61.85,,,98.14,,,5.56,,,4.11,,,,,,5.39,,,,4.58,,,,52.68,,,9.5
Iceland,91,,,1.19,,,2.94,,,,,,3.21,,,,6.41,,,,18.24,,,95.87,,,7.02,,,7.66,,,,,,9.36,,,,10.85,,,,75.16,,,98.32,,,5.83,,,4.72,,,,,,6.15,,,,4.44,,,,56.92,,,2.45
Iceland,98,,,1.2,,,2.96,,,,,,3.26,,,,6.65,,,,33.1,,,97.09,,,7.42,,,8.3,,,,,,11.65,,,,21.23,,,,96.85,,,98.68,,,6.22,,,5.34,,,,,,8.39,,,,14.58,,,,63.75,,,1.59
Iceland,105,,,1.49,,,3.38,,,,,,3.89,,,,7.22,,,,34.88,,,97.65,,,7.87,,,10.31,,,,,,14.57,,,,34.04,,,,99.01,,,98.82,,,6.38,,,6.93,,,,,,10.68,,,,26.82,,,,64.13,,,1.17
Iceland,112,,,1.82,,,4.07,,,,,,4.76,,,,7.87,,,,40.93,,,97.75,,,9.45,,,13.13,,,,,,20.12,,,,44.13,,,,99.44,,,98.88,,,7.63,,,9.06,,,,,,15.36,,,,36.26,,,,58.51,,,1.13
Iceland,119,,,2.12,,,4.61,,,,,,6.02,,,,13.19,,,,42.19,,,97.79,,,10.74,,,15.59,,,,,,39.23,,,,88.78,,,,100.6,,,99.07,,,8.62,,,10.98,,,,,,33.21,,,,75.59,,,,58.41,,,1.28
Iceland,126,,,8.69,,,11.05,,,,,,14.17,,,,26.16,,,,42.99,,,97.87,,,17.94,,,26.56,,,,,,67.18,,,,91.25,,,,100.9,,,99.14,,,9.25,,,15.51,,,,,,53.01,,,,65.09,,,,57.91,,,1.27
Iceland,133,,,10.25,,,13.36,,,,,,17.93,,,,36.71,,,,43.31,,,97.96,,,20.09,,,29.84,,,,,,71.69,,,,91.96,,,,101.1,,,99.2,,,9.84,,,16.48,,,,,,53.76,,,,55.25,,,,57.79,,,1.24
Iceland,140,,,14.76,,,18.87,,,,,,30.62,,,,39.58,,,,43.72,,,98.01,,,25.37,,,36.94,,,,,,81.86,,,,92.48,,,,101.25,,,99.27,,,10.61,,,18.07,,,,,,51.24,,,,52.9,,,,57.53,,,1.26
Iceland,147,,,17.69,,,23.2,,,,,,38.16,,,,41.24,,,,45.91,,,98.06,,,27.03,,,40.52,,,,,,83.97,,,,94.11,,,,102.16,,,99.33,,,9.34,,,17.32,,,,,,45.81,,,,52.87,,,,56.25,,,1.27
Iceland,154,,,20.62,,,27.43,,,,,,43.97,,,,41.97,,,,46.76,,,98.11,,,34.48,,,49.51,,,,,,87.04,,,,95.4,,,,102.98,,,99.55,,,13.86,,,22.08,,,,,,43.07,,,,53.43,,,,56.22,,,1.44
Iceland,161,,,30.5,,,36.22,,,,,,49.99,,,,45.95,,,,80.11,,,98.44,,,55.13,,,62.69,,,,,,88.21,,,,95.84,,,,103.39,,,99.64,,,24.63,,,26.47,,,,,,38.22,,,,49.89,,,,23.28,,,1.2
Iceland,168,,,42.88,,,48.02,,,,,,56.11,,,,48.95,,,,91.45,,,98.56,,,71.85,,,73.98,,,,,,89.43,,,,96.07,,,,103.7,,,99.65,,,28.97,,,25.96,,,,,,33.32,,,,47.12,,,,12.25,,,1.09
Iceland,175,,,54.59,,,58.44,,,,,,58.99,,,,54.24,,,,96.36,,,98.98,,,81.59,,,81.95,,,,,,91.25,,,,97.3,,,,104.56,,,99.88,,,27.0,,,23.51,,,,,,32.26,,,,43.06,,,,8.2,,,0.9
Iceland,182,,,67.93,,,70.95,,,,,,79.67,,,,89.51,,,,103.01,,,99.33,,,82.37,,,82.64,,,,,,93.41,,,,99.19,,,,104.8,,,99.92,,,14.44,,,11.69,,,,,,13.74,,,,9.68,,,,1.79,,,0.59
Iceland,189,,,76.05,,,75.91,,,,,,84.07,,,,91.82,,,,103.67,,,99.44,,,83.93,,,83.83,,,,,,94.02,,,,99.63,,,,104.94,,,100.0,,,7.88,,,7.92,,,,,,9.95,,,,7.81,,,,1.27,,,0.56
Iceland,196,,,79.92,,,80.34,,,,,,86.76,,,,94.26,,,,104.2,,,99.59,,,84.81,,,84.62,,,,,,94.43,,,,99.87,,,,105.12,,,100.05,,,4.89,,,4.28,,,,,,7.67,,,,5.61,,,,0.92,,,0.46
Iceland,203,,,80.51,,,80.73,,,,,,86.95,,,,94.38,,,,104.25,,,99.59,,,85.05,,,84.84,,,,,,94.49,,,,99.91,,,,105.15,,,100.07,,,4.54,,,4.11,,,,,,7.54,,,,5.53,,,,0.9,,,0.48
Ireland,7,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.67,,,1.78,,,,,,1.81,,,,0.88,,,,0.12,,,0.47,,,0.67,,,1.78,,,,,,1.81,,,,0.88,,,,0.12,,,0.47
Ireland,14,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,1.24,,,3.07,,,,,,3.5,,,,2.01,,,,0.8,,,3.83,,,1.24,,,3.07,,,,,,3.5,,,,2.01,,,,0.8,,,3.83
Ireland,21,,,0.05,,,0.14,,,,,,0.13,,,,0.05,,,,0.0,,,0.01,,,1.74,,,4.04,,,,,,4.79,,,,3.04,,,,1.93,,,10.01,,,1.69,,,3.9,,,,,,4.66,,,,2.99,,,,1.93,,,10.0
Ireland,28,,,0.66,,,1.76,,,,,,1.81,,,,0.88,,,,0.12,,,0.41,,,1.83,,,4.23,,,,,,5.01,,,,3.32,,,,2.21,,,10.21,,,1.17,,,2.47,,,,,,3.2,,,,2.44,,,,2.09,,,9.8
Ireland,35,,,1.19,,,2.94,,,,,,3.34,,,,1.88,,,,0.71,,,3.37,,,1.98,,,4.51,,,,,,5.32,,,,3.51,,,,2.28,,,10.4,,,0.79,,,1.57,,,,,,1.98,,,,1.63,,,,1.57,,,7.03
Ireland,42,,,1.23,,,3.12,,,,,,3.53,,,,2.0,,,,0.74,,,3.41,,,2.34,,,5.27,,,,,,6.35,,,,4.24,,,,2.74,,,11.61,,,1.11,,,2.15,,,,,,2.82,,,,2.24,,,,2.0,,,8.2
Ireland,49,,,1.72,,,4.05,,,,,,4.77,,,,2.99,,,,1.77,,,8.96,,,2.93,,,6.04,,,,,,7.31,,,,4.86,,,,3.02,,,20.99,,,1.21,,,1.99,,,,,,2.54,,,,1.87,,,,1.25,,,12.03
Ireland,56,,,1.84,,,4.28,,,,,,5.05,,,,3.31,,,,2.07,,,9.37,,,3.73,,,7.18,,,,,,8.76,,,,5.88,,,,4.27,,,42.85,,,1.89,,,2.9,,,,,,3.71,,,,2.57,,,,2.2,,,33.48
Ireland,63,,,1.96,,,4.5,,,,,,5.32,,,,3.48,,,,2.17,,,9.71,,,4.33,,,8.08,,,,,,9.88,,,,6.82,,,,7.26,,,65.34,,,2.37,,,3.58,,,,,,4.56,,,,3.34,,,,5.09,,,55.63
Ireland,70,,,2.06,,,4.73,,,,,,5.66,,,,3.81,,,,2.65,,,11.09,,,5.08,,,9.09,,,,,,11.21,,,,7.97,,,,10.33,,,84.42,,,3.02,,,4.36,,,,,,5.55,,,,4.16,,,,7.68,,,73.33
Ireland,77,,,2.12,,,4.84,,,,,,5.82,,,,3.97,,,,2.93,,,20.26,,,5.19,,,9.2,,,,,,11.39,,,,8.28,,,,16.36,,,96.69,,,3.07,,,4.36,,,,,,5.57,,,,4.31,,,,13.43,,,76.43
Ireland,84,,,2.17,,,4.92,,,,,,5.95,,,,4.19,,,,4.12,,,41.52,,,6.01,,,10.23,,,,,,12.92,,,,10.06,,,,29.22,,,100.27,,,3.84,,,5.31,,,,,,6.97,,,,5.87,,,,25.1,,,58.75
Ireland,91,,,2.2,,,4.97,,,,,,6.03,,,,4.39,,,,7.09,,,63.7,,,6.85,,,11.16,,,,,,14.32,,,,12.04,,,,43.26,,,102.54,,,4.65,,,6.19,,,,,,8.29,,,,7.65,,,,36.17,,,38.84
Ireland,98,,,2.22,,,5.0,,,,,,6.08,,,,4.52,,,,9.96,,,81.88,,,7.49,,,11.92,,,,,,15.72,,,,14.29,,,,58.79,,,103.48,,,5.27,,,6.92,,,,,,9.64,,,,9.77,,,,48.83,,,21.6
Ireland,105,,,2.24,,,5.04,,,,,,6.13,,,,4.65,,,,15.96,,,93.67,,,7.64,,,12.25,,,,,,16.55,,,,17.44,,,,84.15,,,104.19,,,5.4,,,7.21,,,,,,10.42,,,,12.79,,,,68.19,,,10.52
Ireland,112,,,2.28,,,5.13,,,,,,6.24,,,,4.86,,,,28.58,,,96.67,,,8.05,,,13.06,,,,,,18.96,,,,30.78,,,,99.37,,,104.61,,,5.77,,,7.93,,,,,,12.72,,,,25.92,,,,70.79,,,7.94
Ireland,119,,,2.3,,,5.16,,,,,,6.31,,,,5.09,,,,42.18,,,98.53,,,8.94,,,14.8,,,,,,23.8,,,,49.12,,,,102.45,,,104.89,,,6.64,,,9.64,,,,,,17.49,,,,44.03,,,,60.27,,,6.36
Ireland,126,,,2.34,,,5.24,,,,,,6.54,,,,5.81,,,,57.39,,,99.14,,,9.89,,,16.57,,,,,,28.46,,,,75.47,,,,103.23,,,105.06,,,7.55,,,11.33,,,,,,21.92,,,,69.66,,,,45.84,,,5.92
Ireland,133,,,2.5,,,5.54,,,,,,7.36,,,,8.27,,,,82.24,,,99.65,,,10.82,,,18.19,,,,,,47.26,,,,89.82,,,,103.76,,,105.17,,,8.32,,,12.65,,,,,,39.9,,,,81.55,,,,21.52,,,5.52
Ireland,140,,,3.03,,,6.47,,,,,,16.08,,,,11.16,,,,95.02,,,99.92,,,11.98,,,20.36,,,,,,76.4,,,,92.94,,,,104.04,,,105.23,,,8.95,,,13.89,,,,,,60.32,,,,81.78,,,,9.02,,,5.31
Ireland,147,,,4.82,,,9.7,,,,,,25.23,,,,13.73,,,,97.53,,,100.12,,,13.46,,,25.9,,,,,,87.39,,,,94.69,,,,104.22,,,105.3,,,8.64,,,16.2,,,,,,62.16,,,,80.96,,,,6.69,,,5.18
Ireland,154,,,6.63,,,12.6,,,,,,32.64,,,,16.09,,,,98.19,,,100.27,,,14.9,,,33.21,,,,,,91.43,,,,95.68,,,,104.36,,,105.36,,,8.27,,,20.61,,,,,,58.79,,,,79.59,,,,6.17,,,5.09
Ireland,161,,,7.94,,,14.64,,,,,,46.26,,,,18.79,,,,98.68,,,100.37,,,16.15,,,40.96,,,,,,92.86,,,,96.15,,,,104.46,,,105.39,,,8.21,,,26.32,,,,,,46.6,,,,77.36,,,,5.78,,,5.02
Ireland,168,,,10.41,,,18.45,,,,,,69.61,,,,28.47,,,,99.93,,,100.49,,,17.36,,,45.48,,,,,,93.56,,,,96.55,,,,104.58,,,105.44,,,6.95,,,27.03,,,,,,23.95,,,,68.08,,,,4.65,,,4.95
Ireland,175,,,12.76,,,23.51,,,,,,82.79,,,,46.55,,,,101.2,,,100.6,,,18.83,,,50.65,,,,,,94.22,,,,97.06,,,,104.71,,,105.47,,,6.07,,,27.14,,,,,,11.43,,,,50.51,,,,3.51,,,4.87
Ireland,182,,,14.39,,,30.1,,,,,,86.9,,,,66.39,,,,101.68,,,100.69,,,20.48,,,56.73,,,,,,94.74,,,,97.44,,,,104.79,,,105.51,,,6.09,,,26.63,,,,,,7.84,,,,31.05,,,,3.11,,,4.82
Ireland,189,,,19.36,,,38.39,,,,,,90.64,,,,86.02,,,,101.99,,,100.75,,,26.25,,,62.57,,,,,,95.24,,,,97.82,,,,104.86,,,105.56,,,6.89,,,24.18,,,,,,4.6,,,,11.8,,,,2.87,,,4.81
Ireland,196,,,26.65,,,46.86,,,,,,93.11,,,,95.17,,,,102.15,,,100.8,,,34.69,,,70.36,,,,,,95.63,,,,98.1,,,,104.93,,,105.6,,,8.04,,,23.5,,,,,,2.52,,,,2.93,,,,2.78,,,4.8
Ireland,203,,,33.25,,,53.41,,,,,,93.82,,,,95.83,,,,102.24,,,100.87,,,49.21,,,78.36,,,,,,95.98,,,,98.31,,,,104.97,,,105.63,,,15.96,,,24.95,,,,,,2.16,,,,2.48,,,,2.73,,,4.76
Ireland,210,,,36.27,,,58.17,,,,,,94.14,,,,96.29,,,,102.31,,,100.91,,,61.57,,,80.58,,,,,,96.15,,,,98.43,,,,105.0,,,105.66,,,25.3,,,22.41,,,,,,2.01,,,,2.14,,,,2.69,,,4.75
Italy,0,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,,0.02,,,,,,0.02,,,,0.02,,,,0.0,,,0.0,,,0.0,,,0.02,,,,,,0.02,,,,0.02,,,,0.0,,,0.0
Italy,7,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.36,,,1.58,,,,,,1.98,,,,1.58,,,,0.28,,,0.8,,,0.36,,,1.58,,,,,,1.98,,,,1.58,,,,0.28,,,0.8
Italy,14,,,0.0,,,0.01,,,,,,0.01,,,,0.01,,,,0.0,,,0.0,,,0.9,,,2.71,,,,,,3.38,,,,2.67,,,,0.7,,,2.31,,,0.9,,,2.7,,,,,,3.37,,,,2.66,,,,0.7,,,2.31
Italy,21,,,0.03,,,0.28,,,,,,0.34,,,,0.27,,,,0.03,,,0.11,,,1.0,,,2.95,,,,,,3.67,,,,2.9,,,,0.85,,,2.99,,,0.97,,,2.67,,,,,,3.33,,,,2.63,,,,0.82,,,2.88
Italy,28,,,0.32,,,1.52,,,,,,1.91,,,,1.55,,,,0.26,,,0.67,,,1.03,,,3.01,,,,,,3.74,,,,2.96,,,,0.88,,,3.16,,,0.71,,,1.49,,,,,,1.83,,,,1.41,,,,0.62,,,2.49
Italy,35,,,0.86,,,2.65,,,,,,3.32,,,,2.64,,,,0.66,,,2.05,,,1.11,,,3.17,,,,,,3.91,,,,3.1,,,,0.96,,,3.42,,,0.25,,,0.52,,,,,,0.59,,,,0.46,,,,0.3,,,1.37
Italy,42,,,0.97,,,2.91,,,,,,3.64,,,,2.88,,,,0.8,,,2.74,,,1.45,,,3.75,,,,,,4.47,,,,3.55,,,,1.19,,,4.97,,,0.48,,,0.84,,,,,,0.83,,,,0.67,,,,0.39,,,2.23
Italy,49,,,1.01,,,2.99,,,,,,3.73,,,,2.96,,,,0.86,,,2.95,,,1.8,,,4.54,,,,,,5.22,,,,3.96,,,,1.43,,,9.61,,,0.79,,,1.55,,,,,,1.49,,,,1.0,,,,0.57,,,6.66
Italy,56,,,1.08,,,3.12,,,,,,3.87,,,,3.08,,,,0.92,,,3.2,,,2.07,,,5.42,,,,,,6.35,,,,4.57,,,,1.62,,,18.66,,,0.99,,,2.3,,,,,,2.48,,,,1.49,,,,0.7,,,15.46
Italy,63,,,1.39,,,3.6,,,,,,4.37,,,,3.52,,,,1.14,,,4.53,,,2.36,,,6.48,,,,,,8.02,,,,5.78,,,,1.96,,,28.32,,,0.97,,,2.88,,,,,,3.65,,,,2.26,,,,0.82,,,23.79
Italy,70,,,1.66,,,4.01,,,,,,4.8,,,,3.91,,,,1.36,,,8.63,,,2.69,,,7.66,,,,,,9.68,,,,7.05,,,,2.53,,,37.8,,,1.03,,,3.65,,,,,,4.88,,,,3.14,,,,1.17,,,29.17
Italy,77,,,1.84,,,4.29,,,,,,5.1,,,,4.19,,,,1.55,,,16.95,,,2.91,,,8.18,,,,,,10.37,,,,7.77,,,,3.87,,,45.21,,,1.07,,,3.89,,,,,,5.27,,,,3.58,,,,2.32,,,28.26
Italy,84,,,1.97,,,4.47,,,,,,5.31,,,,4.42,,,,1.74,,,26.09,,,3.36,,,9.25,,,,,,11.81,,,,9.51,,,,8.09,,,53.68,,,1.39,,,4.78,,,,,,6.5,,,,5.09,,,,6.35,,,27.59
Italy,91,,,2.06,,,4.62,,,,,,5.51,,,,4.7,,,,2.12,,,34.88,,,3.78,,,10.03,,,,,,12.94,,,,11.33,,,,14.23,,,63.78,,,1.72,,,5.41,,,,,,7.43,,,,6.63,,,,12.11,,,28.9
Italy,98,,,2.17,,,4.82,,,,,,5.8,,,,5.11,,,,2.82,,,42.5,,,4.21,,,10.73,,,,,,14.1,,,,13.66,,,,23.37,,,75.39,,,2.04,,,5.91,,,,,,8.3,,,,8.55,,,,20.55,,,32.89
Italy,105,,,2.32,,,5.04,,,,,,6.18,,,,5.77,,,,4.22,,,49.93,,,4.59,,,11.34,,,,,,15.25,,,,17.91,,,,37.36,,,81.66,,,2.27,,,6.3,,,,,,9.07,,,,12.14,,,,33.14,,,31.73
Italy,112,,,2.5,,,5.33,,,,,,6.71,,,,6.83,,,,6.75,,,58.98,,,4.99,,,11.99,,,,,,16.48,,,,24.22,,,,51.31,,,86.03,,,2.49,,,6.66,,,,,,9.77,,,,17.39,,,,44.56,,,27.05
Italy,119,,,2.77,,,5.8,,,,,,7.56,,,,8.76,,,,10.95,,,69.63,,,5.74,,,12.94,,,,,,18.75,,,,34.32,,,,63.85,,,88.47,,,2.97,,,7.14,,,,,,11.19,,,,25.56,,,,52.9,,,18.84
