location,date,vaccine,total_vaccinations
Romania,2021-03-22,Moderna,183177
Romania,2021-03-22,Oxford/AstraZeneca,286648
Romania,2021-03-22,Pfizer/BioNTech,2090459
Romania,2021-03-23,Moderna,187546
Romania,2021-03-23,Oxford/AstraZeneca,294985
Romania,2021-03-23,Pfizer/BioNTech,2135815
Romania,2021-03-24,Moderna,191868
Romania,2021-03-24,Oxford/AstraZeneca,302969
Romania,2021-03-24,Pfizer/BioNTech,2182617
Romania,2021-03-25,Moderna,196122
Romania,2021-03-25,Oxford/AstraZeneca,310485
Romania,2021-03-25,Pfizer/BioNTech,2229733
Romania,2021-03-26,Moderna,200231
Romania,2021-03-26,Oxford/AstraZeneca,318056
Romania,2021-03-26,Pfizer/BioNTech,2273184
Romania,2021-03-27,Moderna,204969
Romania,2021-03-27,Oxford/AstraZeneca,326640
Romania,2021-03-27,Pfizer/BioNTech,2318409
Romania,2021-03-28,Moderna,209212
Romania,2021-03-28,Oxford/AstraZeneca,334912
Romania,2021-03-28,Pfizer/BioNTech,2360607
Romania,2021-03-29,Moderna,213039
Romania,2021-03-29,Oxford/AstraZeneca,342263
Romania,2021-03-29,Pfizer/BioNTech,2401887
Romania,2021-03-30,Moderna,217516
Romania,2021-03-30,Oxford/AstraZeneca,349827
Romania,2021-03-30,Pfizer/BioNTech,2454264
Romania,2021-03-31,Moderna,221682
Romania,2021-03-31,Oxford/AstraZeneca,356402
Romania,2021-03-31,Pfizer/BioNTech,2501784
Romania,2021-04-01,Moderna,226033
Romania,2021-04-01,Oxford/AstraZeneca,362660
Romania,2021-04-01,Pfizer/BioNTech,2548790
Romania,2021-04-02,Moderna,230533
Romania,2021-04-02,Oxford/AstraZeneca,368974
Romania,2021-04-02,Pfizer/BioNTech,2595945
Romania,2021-04-03,Moderna,235329
Romania,2021-04-03,Oxford/AstraZeneca,374819
Romania,2021-04-03,Pfizer/BioNTech,2640729
Romania,2021-04-04,Moderna,239724
Romania,2021-04-04,Oxford/AstraZeneca,379020
Romania,2021-04-04,Pfizer/BioNTech,2680468
Romania,2021-04-05,Moderna,243667
Romania,2021-04-05,Oxford/AstraZeneca,382996
Romania,2021-04-05,Pfizer/BioNTech,2723919
Romania,2021-04-06,Moderna,248385
Romania,2021-04-06,Oxford/AstraZeneca,386430
Romania,2021-04-06,Pfizer/BioNTech,2770716
Romania,2021-04-07,Moderna,253339
Romania,2021-04-07,Oxford/AstraZeneca,389001
Romania,2021-04-07,Pfizer/BioNTech,2818530
Romania,2021-04-08,Moderna,258603
Romania,2021-04-08,Oxford/AstraZeneca,391469
Romania,2021-04-08,Pfizer/BioNTech,2867621
Romania,2021-04-09,Moderna,263626
Romania,2021-04-09,Oxford/AstraZeneca,393982
Romania,2021-04-09,Pfizer/BioNTech,2914374
Romania,2021-04-10,Moderna,271279
Romania,2021-04-10,Oxford/AstraZeneca,397094
Romania,2021-04-10,Pfizer/BioNTech,2965548
Romania,2021-04-11,Moderna,278832
Romania,2021-04-11,Oxford/AstraZeneca,399252
Romania,2021-04-11,Pfizer/BioNTech,3012825
Romania,2021-04-12,Moderna,287423
Romania,2021-04-12,Oxford/AstraZeneca,407271
Romania,2021-04-12,Pfizer/BioNTech,3059096
Romania,2021-04-13,Moderna,296167
Romania,2021-04-13,Oxford/AstraZeneca,417067
Romania,2021-04-13,Pfizer/BioNTech,3117146
Romania,2021-04-14,Moderna,305182
Romania,2021-04-14,Oxford/AstraZeneca,426913
Romania,2021-04-14,Pfizer/BioNTech,3178405
Romania,2021-04-15,Moderna,314259
Romania,2021-04-15,Oxford/AstraZeneca,436165
Romania,2021-04-15,Pfizer/BioNTech,3240132
Romania,2021-04-16,Moderna,323062
Romania,2021-04-16,Oxford/AstraZeneca,446329
Romania,2021-04-16,Pfizer/BioNTech,3300799
Romania,2021-04-17,Moderna,332539
Romania,2021-04-17,Oxford/AstraZeneca,456172
Romania,2021-04-17,Pfizer/BioNTech,3362657
Romania,2021-04-18,Moderna,341162
Romania,2021-04-18,Oxford/AstraZeneca,464653
Romania,2021-04-18,Pfizer/BioNTech,3417475
Romania,2021-04-19,Moderna,349011
Romania,2021-04-19,Oxford/AstraZeneca,475051
Romania,2021-04-19,Pfizer/BioNTech,3474495
Romania,2021-04-20,Moderna,358891
Romania,2021-04-20,Oxford/AstraZeneca,485089
Romania,2021-04-20,Pfizer/BioNTech,3543461
Romania,2021-04-21,Moderna,369970
Romania,2021-04-21,Oxford/AstraZeneca,495208
Romania,2021-04-21,Pfizer/BioNTech,3614041
Romania,2021-04-22,Moderna,380592
Romania,2021-04-22,Oxford/AstraZeneca,505247
Romania,2021-04-22,Pfizer/BioNTech,3680757
Romania,2021-04-23,Moderna,390799
Romania,2021-04-23,Oxford/AstraZeneca,516765
Romania,2021-04-23,Pfizer/BioNTech,3749432
Romania,2021-04-24,Moderna,402275
Romania,2021-04-24,Oxford/AstraZeneca,526446
Romania,2021-04-24,Pfizer/BioNTech,3817954
Romania,2021-04-25,Moderna,411876
Romania,2021-04-25,Oxford/AstraZeneca,534300
Romania,2021-04-25,Pfizer/BioNTech,3877603
Romania,2021-04-26,Moderna,421055
Romania,2021-04-26,Oxford/AstraZeneca,543893
Romania,2021-04-26,Pfizer/BioNTech,3939640
Romania,2021-04-27,Moderna,430671
Romania,2021-04-27,Oxford/AstraZeneca,553916
Romania,2021-04-27,Pfizer/BioNTech,4004648
Romania,2021-04-28,Moderna,439342
Romania,2021-04-28,Oxford/AstraZeneca,563246
Romania,2021-04-28,Pfizer/BioNTech,4070437
Romania,2021-04-29,Moderna,447398
Romania,2021-04-29,Oxford/AstraZeneca,571580
Romania,2021-04-29,Pfizer/BioNTech,4134438
Romania,2021-04-30,Moderna,455671
Romania,2021-04-30,Oxford/AstraZeneca,579202
Romania,2021-04-30,Pfizer/BioNTech,4197155
Romania,2021-05-01,Moderna,461395
Romania,2021-05-01,Oxford/AstraZeneca,584908
Romania,2021-05-01,Pfizer/BioNTech,4245742
Romania,2021-05-02,Moderna,465528
Romania,2021-05-02,Oxford/AstraZeneca,588599
Romania,2021-05-02,Pfizer/BioNTech,4279191
Romania,2021-05-03,Moderna,471274
Romania,2021-05-03,Oxford/AstraZeneca,593957
Romania,2021-05-03,Pfizer/BioNTech,4334654
Romania,2021-05-04,Johnson&Johnson,45
Romania,2021-05-04,Moderna,478246
Romania,2021-05-04,Oxford/AstraZeneca,602451
Romania,2021-05-04,Pfizer/BioNTech,4404747
Romania,2021-05-05,Johnson&Johnson,267
Romania,2021-05-05,Moderna,485462
Romania,2021-05-05,Oxford/AstraZeneca,610915
Romania,2021-05-05,Pfizer/BioNTech,4483199
Romania,2021-05-06,Johnson&Johnson,1159
Romania,2021-05-06,Moderna,494009
Romania,2021-05-06,Oxford/AstraZeneca,618693
Romania,2021-05-06,Pfizer/BioNTech,4566436
Romania,2021-05-07,Johnson&Johnson,2654
Romania,2021-05-07,Moderna,502226
Romania,2021-05-07,Oxford/AstraZeneca,625404
Romania,2021-05-07,Pfizer/BioNTech,4642514
Romania,2021-05-08,Johnson&Johnson,3325
Romania,2021-05-08,Moderna,512737
Romania,2021-05-08,Oxford/AstraZeneca,632302
Romania,2021-05-08,Pfizer/BioNTech,4735067
Romania,2021-05-09,Johnson&Johnson,3527
Romania,2021-05-09,Moderna,522443
Romania,2021-05-09,Oxford/AstraZeneca,638049
Romania,2021-05-09,Pfizer/BioNTech,4823349
Romania,2021-05-10,Johnson&Johnson,5270
Romania,2021-05-10,Moderna,530055
Romania,2021-05-10,Oxford/AstraZeneca,646291
Romania,2021-05-10,Pfizer/BioNTech,4905212
Romania,2021-05-11,Johnson&Johnson,8651
Romania,2021-05-11,Moderna,537276
Romania,2021-05-11,Oxford/AstraZeneca,654036
Romania,2021-05-11,Pfizer/BioNTech,4992709
Romania,2021-05-12,Johnson&Johnson,12662
Romania,2021-05-12,Moderna,544683
Romania,2021-05-12,Oxford/AstraZeneca,661214
Romania,2021-05-12,Pfizer/BioNTech,5078867
Romania,2021-05-13,Johnson&Johnson,17203
Romania,2021-05-13,Moderna,551854
Romania,2021-05-13,Oxford/AstraZeneca,668387
Romania,2021-05-13,Pfizer/BioNTech,5163215
Romania,2021-05-14,Johnson&Johnson,23115
Romania,2021-05-14,Moderna,559092
Romania,2021-05-14,Oxford/AstraZeneca,676145
Romania,2021-05-14,Pfizer/BioNTech,5252621
Romania,2021-05-15,Johnson&Johnson,25538
Romania,2021-05-15,Moderna,566632
Romania,2021-05-15,Oxford/AstraZeneca,684454
Romania,2021-05-15,Pfizer/BioNTech,5353370
Romania,2021-05-16,Johnson&Johnson,27008
Romania,2021-05-16,Moderna,572217
Romania,2021-05-16,Oxford/AstraZeneca,692147
Romania,2021-05-16,Pfizer/BioNTech,5440284
Romania,2021-05-17,Johnson&Johnson,31404
Romania,2021-05-17,Moderna,577717
Romania,2021-05-17,Oxford/AstraZeneca,699993
Romania,2021-05-17,Pfizer/BioNTech,5517198
Romania,2021-05-18,Johnson&Johnson,37860
Romania,2021-05-18,Moderna,585040
Romania,2021-05-18,Oxford/AstraZeneca,708606
Romania,2021-05-18,Pfizer/BioNTech,5591759
Romania,2021-05-19,Johnson&Johnson,45337
Romania,2021-05-19,Moderna,592929
Romania,2021-05-19,Oxford/AstraZeneca,716589
Romania,2021-05-19,Pfizer/BioNTech,5662827
Romania,2021-05-20,Johnson&Johnson,52508
Romania,2021-05-20,Moderna,600583
Romania,2021-05-20,Oxford/AstraZeneca,724401
Romania,2021-05-20,Pfizer/BioNTech,5728149
Romania,2021-05-21,Johnson&Johnson,59855
Romania,2021-05-21,Moderna,607662
Romania,2021-05-21,Oxford/AstraZeneca,732201
Romania,2021-05-21,Pfizer/BioNTech,5790898
Romania,2021-05-22,Johnson&Johnson,62730
Romania,2021-05-22,Moderna,615611
Romania,2021-05-22,Oxford/AstraZeneca,740674
Romania,2021-05-22,Pfizer/BioNTech,5847052
Romania,2021-05-23,Johnson&Johnson,65439
Romania,2021-05-23,Moderna,621592
Romania,2021-05-23,Oxford/AstraZeneca,748426
Romania,2021-05-23,Pfizer/BioNTech,5884675
Romania,2021-05-24,Johnson&Johnson,71246
Romania,2021-05-24,Moderna,627741
Romania,2021-05-24,Oxford/AstraZeneca,756116
Romania,2021-05-24,Pfizer/BioNTech,5922644
Romania,2021-05-25,Johnson&Johnson,78264
Romania,2021-05-25,Moderna,633965
Romania,2021-05-25,Oxford/AstraZeneca,763583
Romania,2021-05-25,Pfizer/BioNTech,5970755
Romania,2021-05-26,Johnson&Johnson,86267
Romania,2021-05-26,Moderna,639199
Romania,2021-05-26,Oxford/AstraZeneca,770285
Romania,2021-05-26,Pfizer/BioNTech,6021938
Romania,2021-05-27,Johnson&Johnson,94290
Romania,2021-05-27,Moderna,643967
Romania,2021-05-27,Oxford/AstraZeneca,776549
Romania,2021-05-27,Pfizer/BioNTech,6070261
Romania,2021-05-28,Johnson&Johnson,102965
Romania,2021-05-28,Moderna,648279
Romania,2021-05-28,Oxford/AstraZeneca,782802
Romania,2021-05-28,Pfizer/BioNTech,6120498
Romania,2021-05-29,Johnson&Johnson,107871
Romania,2021-05-29,Moderna,651064
Romania,2021-05-29,Oxford/AstraZeneca,788744
Romania,2021-05-29,Pfizer/BioNTech,6183794
Romania,2021-05-30,Johnson&Johnson,112771
Romania,2021-05-30,Moderna,652398
Romania,2021-05-30,Oxford/AstraZeneca,792930
Romania,2021-05-30,Pfizer/BioNTech,6242467
Romania,2021-05-31,Johnson&Johnson,120076
Romania,2021-05-31,Moderna,654399
Romania,2021-05-31,Oxford/AstraZeneca,797307
Romania,2021-05-31,Pfizer/BioNTech,6292917
Romania,2021-06-01,Johnson&Johnson,124027
Romania,2021-06-01,Moderna,656926
Romania,2021-06-01,Oxford/AstraZeneca,800876
Romania,2021-06-01,Pfizer/BioNTech,6335638
Romania,2021-06-02,Johnson&Johnson,130875
Romania,2021-06-02,Moderna,660017
Romania,2021-06-02,Oxford/AstraZeneca,803580
Romania,2021-06-02,Pfizer/BioNTech,6378667
Romania,2021-06-03,Johnson&Johnson,139973
Romania,2021-06-03,Moderna,663386
Romania,2021-06-03,Oxford/AstraZeneca,806233
Romania,2021-06-03,Pfizer/BioNTech,6424160
Romania,2021-06-04,Johnson&Johnson,150981
Romania,2021-06-04,Moderna,667729
Romania,2021-06-04,Oxford/AstraZeneca,808919
Romania,2021-06-04,Pfizer/BioNTech,6474130
Romania,2021-06-05,Johnson&Johnson,156197
Romania,2021-06-05,Moderna,671060
Romania,2021-06-05,Oxford/AstraZeneca,812017
Romania,2021-06-05,Pfizer/BioNTech,6532740
Romania,2021-06-06,Johnson&Johnson,160015
Romania,2021-06-06,Moderna,673620
Romania,2021-06-06,Oxford/AstraZeneca,814255
Romania,2021-06-06,Pfizer/BioNTech,6582226
Romania,2021-06-07,Johnson&Johnson,167095
Romania,2021-06-07,Moderna,676640
Romania,2021-06-07,Oxford/AstraZeneca,816266
Romania,2021-06-07,Pfizer/BioNTech,6619520
Romania,2021-06-08,Johnson&Johnson,175823
Romania,2021-06-08,Moderna,679531
Romania,2021-06-08,Oxford/AstraZeneca,817802
Romania,2021-06-08,Pfizer/BioNTech,6655832
Romania,2021-06-09,Johnson&Johnson,185203
Romania,2021-06-09,Moderna,682102
Romania,2021-06-09,Oxford/AstraZeneca,819352
Romania,2021-06-09,Pfizer/BioNTech,6688204
Romania,2021-06-10,Johnson&Johnson,194313
Romania,2021-06-10,Moderna,684750
Romania,2021-06-10,Oxford/AstraZeneca,820765
Romania,2021-06-10,Pfizer/BioNTech,6716587
Romania,2021-06-11,Johnson&Johnson,203434
Romania,2021-06-11,Moderna,687376
Romania,2021-06-11,Oxford/AstraZeneca,822454
Romania,2021-06-11,Pfizer/BioNTech,6744379
Romania,2021-06-12,Johnson&Johnson,208487
Romania,2021-06-12,Moderna,690146
Romania,2021-06-12,Oxford/AstraZeneca,824172
Romania,2021-06-12,Pfizer/BioNTech,6774086
Romania,2021-06-13,Johnson&Johnson,212116
Romania,2021-06-13,Moderna,691646
Romania,2021-06-13,Oxford/AstraZeneca,825221
Romania,2021-06-13,Pfizer/BioNTech,6799355
Romania,2021-06-14,Johnson&Johnson,218111
Romania,2021-06-14,Moderna,693282
Romania,2021-06-14,Oxford/AstraZeneca,826711
Romania,2021-06-14,Pfizer/BioNTech,6821300
Romania,2021-06-15,Johnson&Johnson,225331
Romania,2021-06-15,Moderna,695110
Romania,2021-06-15,Oxford/AstraZeneca,828077
Romania,2021-06-15,Pfizer/BioNTech,6843211
Romania,2021-06-16,Johnson&Johnson,232530
Romania,2021-06-16,Moderna,696764
Romania,2021-06-16,Oxford/AstraZeneca,829250
Romania,2021-06-16,Pfizer/BioNTech,6865262
Romania,2021-06-17,Johnson&Johnson,239414
Romania,2021-06-17,Moderna,698174
Romania,2021-06-17,Oxford/AstraZeneca,830042
Romania,2021-06-17,Pfizer/BioNTech,6885178
Romania,2021-06-18,Johnson&Johnson,246330
Romania,2021-06-18,Moderna,699624
Romania,2021-06-18,Oxford/AstraZeneca,831055
Romania,2021-06-18,Pfizer/BioNTech,6905112
Romania,2021-06-19,Johnson&Johnson,249554
Romania,2021-06-19,Moderna,700813
Romania,2021-06-19,Oxford/AstraZeneca,831927
Romania,2021-06-19,Pfizer/BioNTech,6925306
Romania,2021-06-20,Johnson&Johnson,251882
Romania,2021-06-20,Moderna,701579
Romania,2021-06-20,Oxford/AstraZeneca,832498
Romania,2021-06-20,Pfizer/BioNTech,6941986
Romania,2021-06-21,Johnson&Johnson,254214
Romania,2021-06-21,Moderna,702241
Romania,2021-06-21,Oxford/AstraZeneca,833261
Romania,2021-06-21,Pfizer/BioNTech,6958269
Romania,2021-06-22,Johnson&Johnson,259466
Romania,2021-06-22,Moderna,703401
Romania,2021-06-22,Oxford/AstraZeneca,834099
Romania,2021-06-22,Pfizer/BioNTech,6974769
Romania,2021-06-23,Johnson&Johnson,265692
Romania,2021-06-23,Moderna,704552
Romania,2021-06-23,Oxford/AstraZeneca,834913
Romania,2021-06-23,Pfizer/BioNTech,6992664
Romania,2021-06-24,Johnson&Johnson,271845
Romania,2021-06-24,Moderna,705710
Romania,2021-06-24,Oxford/AstraZeneca,835580
Romania,2021-06-24,Pfizer/BioNTech,7010285
Romania,2021-06-25,Johnson&Johnson,277980
Romania,2021-06-25,Moderna,706820
Romania,2021-06-25,Oxford/AstraZeneca,836202
Romania,2021-06-25,Pfizer/BioNTech,7028146
Romania,2021-06-26,Johnson&Johnson,281133
Romania,2021-06-26,Moderna,707842
Romania,2021-06-26,Oxford/AstraZeneca,836682
Romania,2021-06-26,Pfizer/BioNTech,7046034
Romania,2021-06-27,Johnson&Johnson,284286
Romania,2021-06-27,Moderna,708864
Romania,2021-06-27,Oxford/AstraZeneca,837162
Romania,2021-06-27,Pfizer/BioNTech,7063922
Romania,2021-06-28,Johnson&Johnson,288475
Romania,2021-06-28,Moderna,709421
Romania,2021-06-28,Oxford/AstraZeneca,837587
Romania,2021-06-28,Pfizer/BioNTech,7077971
Romania,2021-06-29,Johnson&Johnson,293344
Romania,2021-06-29,Moderna,710016
Romania,2021-06-29,Oxford/AstraZeneca,838224
Romania,2021-06-29,Pfizer/BioNTech,7092434
Romania,2021-06-30,Johnson&Johnson,298496
Romania,2021-06-30,Moderna,710760
Romania,2021-06-30,Oxford/AstraZeneca,838766
Romania,2021-06-30,Pfizer/BioNTech,7106796
Romania,2021-07-01,Johnson&Johnson,303647
Romania,2021-07-01,Moderna,711343
Romania,2021-07-01,Oxford/AstraZeneca,839162
Romania,2021-07-01,Pfizer/BioNTech,7119663
Romania,2021-07-02,Johnson&Johnson,309600
Romania,2021-07-02,Moderna,711999
Romania,2021-07-02,Oxford/AstraZeneca,839590
Romania,2021-07-02,Pfizer/BioNTech,7133153
Romania,2021-07-03,Johnson&Johnson,315553
Romania,2021-07-03,Moderna,712655
Romania,2021-07-03,Oxford/AstraZeneca,840018
Romania,2021-07-03,Pfizer/BioNTech,7146643
Romania,2021-07-04,Johnson&Johnson,317802
Romania,2021-07-04,Moderna,713182
Romania,2021-07-04,Oxford/AstraZeneca,840218
Romania,2021-07-04,Pfizer/BioNTech,7155558
Romania,2021-07-05,Johnson&Johnson,322261
Romania,2021-07-05,Moderna,713794
Romania,2021-07-05,Oxford/AstraZeneca,840619
Romania,2021-07-05,Pfizer/BioNTech,7166541
Romania,2021-07-06,Johnson&Johnson,327630
Romania,2021-07-06,Moderna,714281
Romania,2021-07-06,Oxford/AstraZeneca,840906
Romania,2021-07-06,Pfizer/BioNTech,7177103
Romania,2021-07-07,Johnson&Johnson,333369
Romania,2021-07-07,Moderna,714783
Romania,2021-07-07,Oxford/AstraZeneca,841212
Romania,2021-07-07,Pfizer/BioNTech,7187631
Romania,2021-07-08,Johnson&Johnson,338889
Romania,2021-07-08,Moderna,715335
Romania,2021-07-08,Oxford/AstraZeneca,841533
Romania,2021-07-08,Pfizer/BioNTech,7197549
Romania,2021-07-10,Johnson&Johnson,345690
Romania,2021-07-10,Moderna,716250
Romania,2021-07-10,Oxford/AstraZeneca,841932
Romania,2021-07-10,Pfizer/BioNTech,7214757
Romania,2021-07-11,Johnson&Johnson,349553
Romania,2021-07-11,Moderna,717132
Romania,2021-07-11,Oxford/AstraZeneca,842208
Romania,2021-07-11,Pfizer/BioNTech,7227836
Romania,2021-07-12,Johnson&Johnson,353289
Romania,2021-07-12,Moderna,717443
Romania,2021-07-12,Oxford/AstraZeneca,842416
Romania,2021-07-12,Pfizer/BioNTech,7235663
Romania,2021-07-13,Johnson&Johnson,358179
Romania,2021-07-13,Moderna,717844
Romania,2021-07-13,Oxford/AstraZeneca,842714
Romania,2021-07-13,Pfizer/BioNTech,7244682
Romania,2021-07-14,Johnson&Johnson,363732
Romania,2021-07-14,Moderna,718221
Romania,2021-07-14,Oxford/AstraZeneca,842996
Romania,2021-07-14,Pfizer/BioNTech,7253506
Romania,2021-07-15,Johnson&Johnson,369086
Romania,2021-07-15,Moderna,718657
Romania,2021-07-15,Oxford/AstraZeneca,843259
Romania,2021-07-15,Pfizer/BioNTech,7262269
Romania,2021-07-16,Johnson&Johnson,375040
Romania,2021-07-16,Moderna,719050
Romania,2021-07-16,Oxford/AstraZeneca,843455
Romania,2021-07-16,Pfizer/BioNTech,7270927
Romania,2021-07-17,Johnson&Johnson,378185
Romania,2021-07-17,Moderna,719392
Romania,2021-07-17,Oxford/AstraZeneca,843630
Romania,2021-07-17,Pfizer/BioNTech,7278880
Romania,2021-07-18,Johnson&Johnson,380164
Romania,2021-07-18,Moderna,719626
Romania,2021-07-18,Oxford/AstraZeneca,843711
Romania,2021-07-18,Pfizer/BioNTech,7284649
Romania,2021-07-19,Johnson&Johnson,384978
Romania,2021-07-19,Moderna,719883
Romania,2021-07-19,Oxford/AstraZeneca,843894
Romania,2021-07-19,Pfizer/BioNTech,7292637
Romania,2021-07-20,Johnson&Johnson,391734
Romania,2021-07-20,Moderna,720139
Romania,2021-07-20,Oxford/AstraZeneca,844047
Romania,2021-07-20,Pfizer/BioNTech,7302143
Romania,2021-07-21,Johnson&Johnson,397559
Romania,2021-07-21,Moderna,720465
Romania,2021-07-21,Oxford/AstraZeneca,844199
Romania,2021-07-21,Pfizer/BioNTech,7311018
Romania,2021-07-22,Johnson&Johnson,404253
Romania,2021-07-22,Moderna,720805
Romania,2021-07-22,Oxford/AstraZeneca,844333
Romania,2021-07-22,Pfizer/BioNTech,7319847
Romania,2021-07-23,Johnson&Johnson,411044
Romania,2021-07-23,Moderna,721192
Romania,2021-07-23,Oxford/AstraZeneca,844459
Romania,2021-07-23,Pfizer/BioNTech,7329045
Romania,2021-07-24,Johnson&Johnson,414640
Romania,2021-07-24,Moderna,721519
Romania,2021-07-24,Oxford/AstraZeneca,844551
Romania,2021-07-24,Pfizer/BioNTech,7337142
Romania,2021-07-25,Johnson&Johnson,416828
Romania,2021-07-25,Moderna,721691
Romania,2021-07-25,Oxford/AstraZeneca,844619
Romania,2021-07-25,Pfizer/BioNTech,7342701
Romania,2021-07-26,Johnson&Johnson,422148
Romania,2021-07-26,Moderna,721954
Romania,2021-07-26,Oxford/AstraZeneca,844756
Romania,2021-07-26,Pfizer/BioNTech,7351353
Romania,2021-07-27,Johnson&Johnson,428745
Romania,2021-07-27,Moderna,722220
Romania,2021-07-27,Oxford/AstraZeneca,844881
Romania,2021-07-27,Pfizer/BioNTech,7360269
Romania,2021-07-28,Johnson&Johnson,435461
Romania,2021-07-28,Moderna,722429
Romania,2021-07-28,Oxford/AstraZeneca,844969
Romania,2021-07-28,Pfizer/BioNTech,7368862
Romania,2021-07-29,Johnson&Johnson,441725
Romania,2021-07-29,Moderna,722648
Romania,2021-07-29,Oxford/AstraZeneca,845080
Romania,2021-07-29,Pfizer/BioNTech,7377080
Romania,2021-07-30,Johnson&Johnson,448978
Romania,2021-07-30,Moderna,722971
Romania,2021-07-30,Oxford/AstraZeneca,845224
Romania,2021-07-30,Pfizer/BioNTech,7385223
Romania,2021-07-31,Johnson&Johnson,452748
Romania,2021-07-31,Moderna,723245
Romania,2021-07-31,Oxford/AstraZeneca,845296
Romania,2021-07-31,Pfizer/BioNTech,7392258
Romania,2021-08-01,Johnson&Johnson,455021
Romania,2021-08-01,Moderna,723495
Romania,2021-08-01,Oxford/AstraZeneca,845342
Romania,2021-08-01,Pfizer/BioNTech,7397019
Romania,2021-08-02,Johnson&Johnson,460128
Romania,2021-08-02,Moderna,723744
Romania,2021-08-02,Oxford/AstraZeneca,845377
Romania,2021-08-02,Pfizer/BioNTech,7404056
Romania,2021-08-03,Johnson&Johnson,467163
Romania,2021-08-03,Moderna,724008
Romania,2021-08-03,Oxford/AstraZeneca,845426
Romania,2021-08-03,Pfizer/BioNTech,7412103
Slovakia,2021-01-01,Pfizer/BioNTech,0
Slovakia,2021-01-08,Pfizer/BioNTech,29667
Slovakia,2021-01-15,Moderna,0
Slovakia,2021-01-15,Pfizer/BioNTech,62733
Slovakia,2021-01-22,Pfizer/BioNTech,100211
Slovakia,2021-01-29,Moderna,69
Slovakia,2021-01-29,Pfizer/BioNTech,146741
Slovakia,2021-02-05,Moderna,1654
Slovakia,2021-02-05,Oxford/AstraZeneca,0
Slovakia,2021-02-05,Pfizer/BioNTech,212691
Slovakia,2021-02-12,Moderna,6469
Slovakia,2021-02-12,Oxford/AstraZeneca,12786
Slovakia,2021-02-12,Pfizer/BioNTech,276512
Slovakia,2021-02-19,Moderna,18256
Slovakia,2021-02-19,Oxford/AstraZeneca,27087
Slovakia,2021-02-19,Pfizer/BioNTech,322364
Slovakia,2021-02-26,Moderna,22521
Slovakia,2021-02-26,Oxford/AstraZeneca,47907
Slovakia,2021-02-26,Pfizer/BioNTech,373694
Slovakia,2021-03-05,Moderna,24616
Slovakia,2021-03-05,Oxford/AstraZeneca,89668
Slovakia,2021-03-05,Pfizer/BioNTech,426595
Slovakia,2021-03-05,Sputnik V,0
Slovakia,2021-03-12,Moderna,29537
Slovakia,2021-03-12,Oxford/AstraZeneca,132521
Slovakia,2021-03-12,Pfizer/BioNTech,483716
Slovakia,2021-03-19,Moderna,41503
Slovakia,2021-03-19,Oxford/AstraZeneca,179001
Slovakia,2021-03-19,Pfizer/BioNTech,557043
Slovakia,2021-03-26,Moderna,55907
Slovakia,2021-03-26,Oxford/AstraZeneca,216210
Slovakia,2021-03-26,Pfizer/BioNTech,635904
Slovakia,2021-04-02,Johnson&Johnson,1
Slovakia,2021-04-02,Moderna,66961
Slovakia,2021-04-02,Oxford/AstraZeneca,244316
Slovakia,2021-04-02,Pfizer/BioNTech,701810
Slovakia,2021-04-09,Johnson&Johnson,2
Slovakia,2021-04-09,Moderna,79159
Slovakia,2021-04-09,Oxford/AstraZeneca,294022
Slovakia,2021-04-09,Pfizer/BioNTech,774342
Slovakia,2021-04-16,Johnson&Johnson,2
Slovakia,2021-04-16,Moderna,97959
Slovakia,2021-04-16,Oxford/AstraZeneca,345288
Slovakia,2021-04-16,Pfizer/BioNTech,857852
Slovakia,2021-04-23,Moderna,119618
Slovakia,2021-04-23,Oxford/AstraZeneca,389164
Slovakia,2021-04-23,Pfizer/BioNTech,942610
Slovakia,2021-04-30,Johnson&Johnson,2
Slovakia,2021-04-30,Moderna,141456
Slovakia,2021-04-30,Oxford/AstraZeneca,423248
Slovakia,2021-04-30,Pfizer/BioNTech,1053402
Slovakia,2021-05-07,Moderna,168938
Slovakia,2021-05-07,Oxford/AstraZeneca,456869
Slovakia,2021-05-07,Pfizer/BioNTech,1189010
Slovakia,2021-05-14,Johnson&Johnson,2
Slovakia,2021-05-14,Moderna,198560
Slovakia,2021-05-14,Oxford/AstraZeneca,496478
Slovakia,2021-05-14,Pfizer/BioNTech,1350902
Slovakia,2021-05-21,Johnson&Johnson,2
Slovakia,2021-05-21,Moderna,230547
Slovakia,2021-05-21,Oxford/AstraZeneca,542871
Slovakia,2021-05-21,Pfizer/BioNTech,1514875
Slovakia,2021-05-28,Johnson&Johnson,2
Slovakia,2021-05-28,Moderna,258076
Slovakia,2021-05-28,Oxford/AstraZeneca,583203
Slovakia,2021-05-28,Pfizer/BioNTech,1688154
Slovakia,2021-05-28,Sputnik V,2
Slovakia,2021-06-04,Johnson&Johnson,2
Slovakia,2021-06-04,Moderna,285276
Slovakia,2021-06-04,Oxford/AstraZeneca,623794
Slovakia,2021-06-04,Pfizer/BioNTech,1853700
Slovakia,2021-06-11,Johnson&Johnson,2
Slovakia,2021-06-11,Moderna,310959
Slovakia,2021-06-11,Oxford/AstraZeneca,654982
Slovakia,2021-06-11,Pfizer/BioNTech,2027456
Slovakia,2021-06-11,Sputnik V,4118
Slovakia,2021-06-18,Johnson&Johnson,101
Slovakia,2021-06-18,Moderna,336850
